event_id,frame,edge_type,action,i,j,distance,threshold_form,threshold_break
46,4,slab,form,281,450,1.6136022031914585,2.3895000000000004,2.7435
47,4,slab,form,438,439,1.6410357368764048,2.3895000000000004,2.7435
48,4,slab,form,520,523,1.5951532959664734,2.3895000000000004,2.7435
49,4,slab,form,500,502,1.6411268407319024,2.3895000000000004,2.7435
50,4,slab,form,102,104,1.6024278358106756,2.3895000000000004,2.7435
51,4,slab,form,63,533,1.6248378587993626,2.3895000000000004,2.7435
52,4,slab,form,349,350,1.5832997482399944,2.3895000000000004,2.7435
53,4,slab,form,108,303,1.631261327567017,2.3895000000000004,2.7435
54,4,slab,form,187,367,1.6313813130287043,2.3895000000000004,2.7435
55,4,slab,form,478,479,1.6054663708337378,2.3895000000000004,2.7435
56,4,slab,form,128,129,1.6190661294301936,2.3895000000000004,2.7435
57,4,slab,form,258,260,1.6226633350154394,2.3895000000000004,2.7435
58,4,slab,form,411,413,1.6766551150832072,2.3895000000000004,2.7435
59,4,slab,form,15,19,1.6675491218265837,2.3895000000000004,2.7435
60,4,slab,form,501,570,1.6204422601952055,2.3895000000000004,2.7435
61,4,slab,form,87,321,1.6136781629922208,2.3895000000000004,2.7435
62,4,slab,form,143,531,1.6224238608269965,2.3895000000000004,2.7435
63,4,slab,form,211,338,1.6588162886323201,2.3895000000000004,2.7435
64,4,slab,form,287,289,1.6015465029690616,2.3895000000000004,2.7435
65,4,slab,form,216,341,1.6316860256840913,2.3895000000000004,2.7435
66,4,slab,form,235,571,1.6191495833985692,2.3895000000000004,2.7435
67,4,slab,form,319,321,1.6031056310340404,2.3895000000000004,2.7435
68,4,slab,form,503,567,1.680457026692387,2.3895000000000004,2.7435
69,4,slab,form,168,169,1.6249649372346877,2.3895000000000004,2.7435
70,4,slab,form,55,59,1.6102080634035985,2.3895000000000004,2.7435
71,4,slab,form,276,388,1.6079435416128118,2.3895000000000004,2.7435
72,4,slab,form,247,465,1.6109780395112083,2.3895000000000004,2.7435
73,4,slab,form,8,556,1.6250386189033552,2.3895000000000004,2.7435
74,4,slab,form,354,356,1.5642496275424171,2.3895000000000004,2.7435
75,4,covalent,form,577,578,1.395372356350759,1.7479999999999998,1.9
76,4,slab,form,491,571,1.6133308565706086,2.3895000000000004,2.7435
77,4,slab,form,97,327,1.6549206551744016,2.3895000000000004,2.7435
78,4,slab,form,472,475,1.627403251117717,2.3895000000000004,2.7435
79,4,slab,form,3,4,1.6077068415406193,2.3895000000000004,2.7435
80,4,slab,form,25,29,1.691982492914145,2.3895000000000004,2.7435
81,4,slab,form,26,245,1.6302766219714442,2.3895000000000004,2.7435
82,4,slab,form,38,39,1.6288192841977613,2.3895000000000004,2.7435
83,4,slab,form,270,271,1.6150631252842769,2.3895000000000004,2.7435
84,4,slab,form,332,333,1.6013140874692724,2.3895000000000004,2.7435
85,4,slab,form,428,576,3.1489824349722846,3.2805,3.7664999999999997
86,4,slab,form,106,109,1.6772633583946435,2.3895000000000004,2.7435
87,4,slab,form,117,315,1.622722476344857,2.3895000000000004,2.7435
88,4,slab,form,238,269,1.630928457225809,2.3895000000000004,2.7435
89,4,slab,form,264,265,1.641142321520507,2.3895000000000004,2.7435
90,4,slab,form,378,379,1.6292889122522374,2.3895000000000004,2.7435
91,4,slab,form,429,431,1.6431840682467793,2.3895000000000004,2.7435
92,4,slab,form,463,541,1.623145700568229,2.3895000000000004,2.7435
93,4,slab,form,43,44,1.6792382400545403,2.3895000000000004,2.7435
94,4,slab,form,78,79,1.6768467928910127,2.3895000000000004,2.7435
95,4,slab,form,455,456,1.6513543516521438,2.3895000000000004,2.7435
96,4,covalent,form,577,581,1.3580975062116785,1.6329999999999998,1.775
97,4,slab,form,434,435,1.5872240672603537,2.3895000000000004,2.7435
98,4,covalent,form,592,595,1.1254707327872497,1.2305,1.3375000000000001
99,4,slab,form,517,519,1.618789509298975,2.3895000000000004,2.7435
100,4,slab,form,218,555,1.659312949354327,2.3895000000000004,2.7435
101,4,slab,form,68,69,1.6022124603939534,2.3895000000000004,2.7435
102,4,slab,form,213,214,1.5916169941359473,2.3895000000000004,2.7435
103,4,slab,form,366,367,1.5918133817311735,2.3895000000000004,2.7435
104,4,slab,form,354,523,1.665008873588832,2.3895000000000004,2.7435
105,4,slab,form,482,560,1.6365711720231921,2.3895000000000004,2.7435
106,4,slab,form,451,545,1.6198316855400492,2.3895000000000004,2.7435
107,4,slab,form,181,184,1.6131931723997295,2.3895000000000004,2.7435
108,4,slab,form,275,277,1.6127454353618462,2.3895000000000004,2.7435
109,4,slab,form,522,523,1.6462336079667548,2.3895000000000004,2.7435
110,4,slab,form,474,475,1.639458632642286,2.3895000000000004,2.7435
111,4,slab,form,501,502,1.645822782332208,2.3895000000000004,2.7435
112,4,slab,form,207,209,1.6435355911577805,2.3895000000000004,2.7435
113,4,slab,form,406,407,1.6575885467161595,2.3895000000000004,2.7435
114,4,slab,form,253,254,1.6361802694836134,2.3895000000000004,2.7435
115,4,slab,form,404,407,1.657578709836792,2.3895000000000004,2.7435
116,4,slab,form,282,382,1.601505429961951,2.3895000000000004,2.7435
117,4,slab,form,247,248,1.6510199109329011,2.3895000000000004,2.7435
118,4,slab,form,118,299,1.6704176865277605,2.3895000000000004,2.7435
119,4,slab,form,348,515,1.6648290943646749,2.3895000000000004,2.7435
120,4,slab,form,418,563,1.6258927779586598,2.3895000000000004,2.7435
121,4,slab,form,41,265,1.6254122413074779,2.3895000000000004,2.7435
122,4,slab,form,320,321,1.6558793555417763,2.3895000000000004,2.7435
123,4,slab,form,145,149,1.6086460156982891,2.3895000000000004,2.7435
124,4,slab,form,156,159,1.6324244204986151,2.3895000000000004,2.7435
125,4,slab,form,355,356,1.6047823771498768,2.3895000000000004,2.7435
126,4,slab,form,191,194,1.6207552381011792,2.3895000000000004,2.7435
127,4,slab,form,241,471,1.5917254108905403,2.3895000000000004,2.7435
128,4,slab,form,285,496,1.6636967450990772,2.3895000000000004,2.7435
129,4,slab,form,417,419,1.6274445550248147,2.3895000000000004,2.7435
130,4,slab,form,526,538,1.621717496502941,2.3895000000000004,2.7435
131,4,slab,form,217,219,1.6603186901071418,2.3895000000000004,2.7435
132,4,slab,form,161,297,1.6395230674761496,2.3895000000000004,2.7435
133,4,slab,form,386,530,1.6342417478948177,2.3895000000000004,2.7435
134,4,slab,form,429,555,1.6486263401461805,2.3895000000000004,2.7435
135,4,slab,form,360,361,1.6341523235726128,2.3895000000000004,2.7435
136,4,slab,form,494,568,1.6559484710956702,2.3895000000000004,2.7435
137,4,slab,form,81,306,1.6949403495338973,2.3895000000000004,2.7435
138,4,covalent,form,580,583,1.4099575530005914,1.7479999999999998,1.9
139,4,slab,form,441,554,1.6181219179195088,2.3895000000000004,2.7435
140,4,slab,form,86,309,1.6594641429850367,2.3895000000000004,2.7435
141,4,slab,form,457,459,1.6747366175471998,2.3895000000000004,2.7435
142,4,slab,form,448,544,1.6362663094222485,2.3895000000000004,2.7435
143,4,slab,form,122,124,1.6068957188007664,2.3895000000000004,2.7435
144,4,slab,form,85,560,1.6493288655027456,2.3895000000000004,2.7435
145,4,slab,form,88,567,1.5795370581356813,2.3895000000000004,2.7435
146,4,slab,form,120,124,1.661391739543868,2.3895000000000004,2.7435
147,4,slab,form,225,569,1.6024952830879184,2.3895000000000004,2.7435
148,4,slab,form,133,134,1.6416648428991127,2.3895000000000004,2.7435
149,4,slab,form,489,574,1.6520977559149796,2.3895000000000004,2.7435
150,4,slab,form,262,263,1.5902902362791302,2.3895000000000004,2.7435
151,4,slab,form,147,149,1.6117383025485652,2.3895000000000004,2.7435
152,4,slab,form,394,395,1.6418394371415632,2.3895000000000004,2.7435
153,4,slab,form,241,242,1.643232105915822,2.3895000000000004,2.7435
154,4,slab,form,31,248,1.600450143087928,2.3895000000000004,2.7435
155,4,slab,form,83,566,1.610221532213188,2.3895000000000004,2.7435
156,4,slab,form,27,257,1.6137158757629484,2.3895000000000004,2.7435
157,4,slab,form,173,174,1.6277547836952382,2.3895000000000004,2.7435
158,4,slab,form,220,568,1.6819282826042354,2.3895000000000004,2.7435
159,4,slab,form,60,64,1.6513850387656792,2.3895000000000004,2.7435
160,4,slab,form,516,575,1.6260332851695423,2.3895000000000004,2.7435
161,4,slab,form,325,443,1.647103311943136,2.3895000000000004,2.7435
162,4,slab,form,243,373,1.6583807976118288,2.3895000000000004,2.7435
163,4,slab,form,500,566,1.5858586703348494,2.3895000000000004,2.7435
164,4,slab,form,400,403,1.6392766212194794,2.3895000000000004,2.7435
165,4,slab,form,259,419,1.5570656839157129,2.3895000000000004,2.7435
166,4,slab,form,380,382,1.6521530995726874,2.3895000000000004,2.7435
167,4,slab,form,313,416,1.6249970931840394,2.3895000000000004,2.7435
168,4,slab,form,173,329,1.593327497116668,2.3895000000000004,2.7435
169,4,slab,form,343,344,1.6570818884154326,2.3895000000000004,2.7435
170,4,slab,form,426,428,1.7009581075667854,2.5245,2.8985000000000003
171,4,slab,form,8,9,1.6380898710360814,2.3895000000000004,2.7435
172,4,slab,form,76,79,1.6231131703807429,2.3895000000000004,2.7435
173,4,slab,form,337,338,1.6130294586449716,2.3895000000000004,2.7435
174,4,slab,form,111,114,1.6603121598256136,2.3895000000000004,2.7435
175,4,slab,form,452,549,1.667717964937251,2.3895000000000004,2.7435
176,4,slab,form,146,277,1.6357169656844637,2.3895000000000004,2.7435
177,4,slab,form,440,443,1.638159524255931,2.3895000000000004,2.7435
178,4,slab,form,420,422,1.650882819774827,2.3895000000000004,2.7435
179,4,slab,form,498,573,1.632584377554377,2.3895000000000004,2.7435
180,4,slab,form,235,239,1.6259048618757128,2.3895000000000004,2.7435
181,4,slab,form,466,468,1.6548172635712786,2.3895000000000004,2.7435
182,4,slab,form,48,49,1.6364512603751908,2.3895000000000004,2.7435
183,4,slab,form,476,549,1.6632749862057938,2.3895000000000004,2.7435
184,4,slab,form,427,576,2.419027348701658,2.538,2.9139999999999997
185,4,slab,form,445,447,1.6377170266165713,2.3895000000000004,2.7435
186,4,slab,form,485,543,1.6515013929325022,2.3895000000000004,2.7435
187,4,slab,form,268,388,1.670152209858758,2.3895000000000004,2.7435
188,4,covalent,form,582,586,1.1509402021421318,1.2305,1.3375000000000001
189,4,slab,form,377,379,1.6839539710716294,2.3895000000000004,2.7435
190,4,slab,form,15,531,1.593384355830899,2.3895000000000004,2.7435
191,4,slab,form,73,74,1.610973257060254,2.3895000000000004,2.7435
192,4,slab,form,46,267,1.6266533871601205,2.3895000000000004,2.7435
193,4,slab,form,250,251,1.625461318111661,2.3895000000000004,2.7435
194,4,slab,form,186,189,1.6270976899954983,2.3895000000000004,2.7435
195,4,slab,form,60,553,1.612976763661745,2.3895000000000004,2.7435
196,4,slab,form,212,214,1.6429793355904043,2.3895000000000004,2.7435
197,4,slab,form,197,363,1.6849857301879314,2.3895000000000004,2.7435
198,4,covalent,form,580,581,1.3203419224874537,1.6329999999999998,1.775
199,4,slab,form,166,299,1.6272425759520464,2.3895000000000004,2.7435
200,4,slab,form,121,124,1.642435221821169,2.3895000000000004,2.7435
201,4,slab,form,26,29,1.6105155066926136,2.3895000000000004,2.7435
202,4,slab,form,340,431,1.645183612159251,2.3895000000000004,2.7435
203,4,slab,form,349,450,1.6376582845838523,2.3895000000000004,2.7435
204,4,slab,form,150,549,1.7069241989902548,2.3895000000000004,2.7435
205,4,slab,form,346,347,1.5835872659573238,2.3895000000000004,2.7435
206,4,slab,form,524,573,1.644970803981566,2.3895000000000004,2.7435
207,4,slab,form,150,154,1.5865769792986504,2.3895000000000004,2.7435
208,4,slab,form,278,453,1.6213690135154222,2.3895000000000004,2.7435
209,4,slab,form,161,164,1.6525462172915235,2.3895000000000004,2.7435
210,4,slab,form,212,350,1.6066105076198804,2.3895000000000004,2.7435
211,4,slab,form,196,199,1.6392254776870239,2.3895000000000004,2.7435
212,4,slab,form,226,367,1.6326588753133602,2.3895000000000004,2.7435
213,4,slab,form,136,295,1.6430937544789614,2.3895000000000004,2.7435
214,4,slab,form,486,561,1.6019237319187458,2.3895000000000004,2.7435
215,4,slab,form,90,563,1.6527659182271912,2.3895000000000004,2.7435
216,4,slab,form,454,456,1.5714907661673234,2.3895000000000004,2.7435
217,4,slab,form,70,555,1.6511401880089758,2.3895000000000004,2.7435
218,4,slab,form,332,431,1.661126712786491,2.3895000000000004,2.7435
219,4,slab,form,444,563,1.62745281283046,2.3895000000000004,2.7435
220,4,slab,form,484,487,1.6390133991502915,2.3895000000000004,2.7435
221,4,slab,form,516,519,1.6192291026613155,2.3895000000000004,2.7435
222,4,slab,form,448,450,1.6325791076328384,2.3895000000000004,2.7435
223,4,slab,form,13,559,1.6017077633033405,2.3895000000000004,2.7435
224,4,slab,form,291,490,1.6183328379718565,2.3895000000000004,2.7435
225,4,slab,form,387,534,1.6183478224292858,2.3895000000000004,2.7435
226,4,slab,form,45,533,1.6549988215740328,2.3895000000000004,2.7435
227,4,slab,form,178,331,1.6170797444378595,2.3895000000000004,2.7435
228,4,slab,form,73,535,1.6275098403967723,2.3895000000000004,2.7435
229,4,slab,form,524,527,1.70567878792478,2.3895000000000004,2.7435
230,4,slab,form,125,129,1.6724634067938238,2.3895000000000004,2.7435
231,4,slab,form,406,572,1.622998105989622,2.3895000000000004,2.7435
232,4,slab,form,36,39,1.6856350124901816,2.3895000000000004,2.7435
233,4,slab,form,467,468,1.5896623876966371,2.3895000000000004,2.7435
234,4,slab,form,397,399,1.5956861715936985,2.3895000000000004,2.7435
235,4,slab,form,102,306,1.6460124817976545,2.3895000000000004,2.7435
236,4,slab,form,151,280,1.640093460665988,2.3895000000000004,2.7435
237,4,slab,form,205,573,1.5809645550515947,2.3895000000000004,2.7435
238,4,slab,form,165,169,1.6221055931636112,2.3895000000000004,2.7435
239,4,slab,form,147,289,1.648375893896574,2.3895000000000004,2.7435
240,4,slab,form,178,179,1.6654573223200126,2.3895000000000004,2.7435
241,4,slab,form,65,69,1.6399524576499194,2.3895000000000004,2.7435
242,4,slab,form,433,552,1.6233976579874823,2.3895000000000004,2.7435
243,4,slab,form,507,508,1.6353859623138594,2.3895000000000004,2.7435
244,4,slab,form,240,242,1.60965128139025,2.3895000000000004,2.7435
245,4,covalent,form,579,585,1.1276437626597808,1.2305,1.3375000000000001
246,4,slab,form,411,557,1.6711824390651593,2.3895000000000004,2.7435
247,4,slab,form,314,511,1.6013247125749177,2.3895000000000004,2.7435
248,4,slab,form,357,527,1.6560979743910178,2.3895000000000004,2.7435
249,4,slab,form,348,350,1.634517093344964,2.3895000000000004,2.7435
250,4,slab,form,13,14,1.6360778225539832,2.3895000000000004,2.7435
251,4,slab,form,287,483,1.6393182770687007,2.3895000000000004,2.7435
252,4,slab,form,421,556,1.6457824427026442,2.3895000000000004,2.7435
253,4,slab,form,116,119,1.637917332657039,2.3895000000000004,2.7435
254,4,slab,form,127,129,1.6312611515383513,2.3895000000000004,2.7435
255,4,slab,form,409,410,1.6524068984340115,2.3895000000000004,2.7435
256,4,slab,form,320,370,1.6091301062690546,2.3895000000000004,2.7435
257,4,slab,form,423,553,1.6910387233170776,2.3895000000000004,2.7435
258,4,slab,form,449,548,1.6292282653054984,2.3895000000000004,2.7435
259,4,slab,form,53,54,1.6125718537739104,2.3895000000000004,2.7435
260,4,slab,form,509,565,1.6179050605838727,2.3895000000000004,2.7435
261,4,slab,form,121,286,1.6303448340317372,2.3895000000000004,2.7435
262,4,slab,form,236,363,1.651590043027083,2.3895000000000004,2.7435
263,4,slab,form,75,554,1.65771237851632,2.3895000000000004,2.7435
264,4,slab,form,171,301,1.6773222416803888,2.3895000000000004,2.7435
265,4,slab,form,168,335,1.631771040040878,2.3895000000000004,2.7435
266,4,slab,form,20,536,1.6103504552331664,2.3895000000000004,2.7435
267,4,slab,form,284,487,1.6413529430060638,2.3895000000000004,2.7435
268,4,slab,form,512,515,1.6663551695703553,2.3895000000000004,2.7435
269,4,slab,form,101,329,1.6294069706100835,2.3895000000000004,2.7435
270,4,slab,form,444,447,1.670485240965767,2.3895000000000004,2.7435
271,4,slab,form,93,94,1.6274847287713534,2.3895000000000004,2.7435
272,4,slab,form,288,499,1.5897241628055192,2.3895000000000004,2.7435
273,4,slab,form,470,471,1.648686049903508,2.3895000000000004,2.7435
274,4,slab,form,78,534,1.604572908202452,2.3895000000000004,2.7435
275,4,slab,form,37,39,1.6049560638602316,2.3895000000000004,2.7435
276,4,slab,form,414,416,1.6420569115396109,2.3895000000000004,2.7435
277,4,slab,form,181,356,1.6017687739585162,2.3895000000000004,2.7435
278,4,slab,form,495,496,1.6402655067458387,2.3895000000000004,2.7435
279,4,slab,form,91,312,1.625971186556404,2.3895000000000004,2.7435
280,4,slab,form,63,64,1.6263954808255399,2.3895000000000004,2.7435
281,4,slab,form,396,537,1.645829706504712,2.3895000000000004,2.7435
282,4,slab,form,476,479,1.6629802710214954,2.3895000000000004,2.7435
283,4,slab,form,325,327,1.606823644811512,2.3895000000000004,2.7435
284,4,slab,form,31,34,1.67354905289485,2.3895000000000004,2.7435
285,4,slab,form,357,359,1.6456245264354732,2.3895000000000004,2.7435
286,4,slab,form,177,283,1.6374394837026574,2.3895000000000004,2.7435
287,4,slab,form,336,338,1.6393658545089809,2.3895000000000004,2.7435
288,4,slab,form,268,269,1.613093096317998,2.3895000000000004,2.7435
289,4,slab,form,458,551,1.635713635773981,2.3895000000000004,2.7435
290,4,slab,form,330,331,1.6712475129320257,2.3895000000000004,2.7435
291,4,slab,form,166,169,1.6692545221561739,2.3895000000000004,2.7435
292,4,slab,form,314,315,1.6285455154634059,2.3895000000000004,2.7435
293,4,slab,form,467,546,1.6630326591975042,2.3895000000000004,2.7435
294,4,slab,form,183,546,1.6064155218282474,2.3895000000000004,2.7435
295,4,slab,form,32,260,1.6418656891842454,2.3895000000000004,2.7435
296,4,slab,form,140,551,1.6213403526260646,2.3895000000000004,2.7435
297,4,slab,form,343,422,1.5955635996307251,2.3895000000000004,2.7435
298,4,slab,form,279,385,1.585820626993431,2.3895000000000004,2.7435
299,4,slab,form,138,139,1.6290979767569413,2.3895000000000004,2.7435
300,4,slab,form,469,543,1.6345225217279238,2.3895000000000004,2.7435
301,4,slab,form,190,566,1.6714916512855538,2.3895000000000004,2.7435
302,4,slab,form,206,209,1.6490771632910526,2.3895000000000004,2.7435
303,4,slab,form,120,543,1.6082309847528764,2.3895000000000004,2.7435
304,4,slab,form,82,318,1.6251088799101732,2.3895000000000004,2.7435
305,4,slab,form,258,403,1.6426293624382036,2.3895000000000004,2.7435
306,4,slab,form,232,234,1.6033263908464404,2.3895000000000004,2.7435
307,4,slab,form,201,344,1.5615770312339847,2.3895000000000004,2.7435
308,4,slab,form,246,248,1.66055448018223,2.3895000000000004,2.7435
309,4,slab,form,130,134,1.6090834261824414,2.3895000000000004,2.7435
310,4,slab,form,185,565,1.613556013290153,2.3895000000000004,2.7435
311,4,slab,form,345,499,1.6135912092425413,2.3895000000000004,2.7435
312,4,slab,form,41,44,1.6450439783817041,2.3895000000000004,2.7435
313,4,slab,form,436,561,1.6474642607391055,2.3895000000000004,2.7435
314,4,slab,form,113,297,1.5827790419892085,2.3895000000000004,2.7435
315,4,slab,form,256,410,1.6446796883505668,2.3895000000000004,2.7435
316,4,slab,form,228,265,1.6687152256941784,2.3895000000000004,2.7435
317,4,slab,form,47,245,1.6274487974180756,2.3895000000000004,2.7435
318,4,slab,form,170,174,1.6475858224576947,2.3895000000000004,2.7435
319,4,slab,form,484,551,1.6509296444750063,2.3895000000000004,2.7435
320,4,slab,form,183,184,1.5969612629081507,2.3895000000000004,2.7435
321,4,slab,form,273,391,1.6295662190181066,2.3895000000000004,2.7435
322,4,slab,form,313,315,1.6175595513508765,2.3895000000000004,2.7435
323,4,slab,form,81,84,1.6039708417335488,2.3895000000000004,2.7435
324,4,slab,form,396,399,1.6902885497759061,2.3895000000000004,2.7435
325,4,slab,form,308,505,1.6022870886079454,2.3895000000000004,2.7435
326,4,slab,form,244,468,1.6037367065186026,2.3895000000000004,2.7435
327,4,slab,form,92,94,1.5900093460750766,2.3895000000000004,2.7435
328,4,slab,form,291,292,1.6248792864667192,2.3895000000000004,2.7435
329,4,slab,form,342,344,1.6500595823013542,2.3895000000000004,2.7435
330,4,slab,form,72,333,1.5986364986403339,2.3895000000000004,2.7435
331,4,slab,form,207,359,1.6043896348086653,2.3895000000000004,2.7435
332,4,slab,form,253,413,1.6428667398363084,2.3895000000000004,2.7435
333,4,slab,form,374,376,1.6640405369429525,2.3895000000000004,2.7435
334,4,covalent,form,592,593,1.5139286780068935,1.7479999999999998,1.9
335,4,slab,form,307,410,1.642673335436711,2.3895000000000004,2.7435
336,4,slab,form,210,214,1.6639305523868106,2.3895000000000004,2.7435
337,4,slab,form,272,459,1.5989819103369722,2.3895000000000004,2.7435
338,4,slab,form,33,541,1.6090421132371597,2.3895000000000004,2.7435
339,4,slab,form,215,575,1.6060165818172516,2.3895000000000004,2.7435
340,4,slab,form,436,439,1.667633172835246,2.3895000000000004,2.7435
341,4,slab,form,132,134,1.605902519810849,2.3895000000000004,2.7435
342,4,slab,form,32,34,1.641846501045146,2.3895000000000004,2.7435
343,4,slab,form,358,359,1.5999201783367345,2.3895000000000004,2.7435
344,4,slab,form,441,443,1.6674220454338942,2.3895000000000004,2.7435
345,4,slab,form,138,571,1.6243208775007902,2.3895000000000004,2.7435
346,4,slab,form,428,558,3.057189337178475,3.1320000000000006,3.5960000000000005
347,4,slab,form,45,49,1.6075275801798354,2.3895000000000004,2.7435
348,4,slab,form,128,569,1.6059865904771728,2.3895000000000004,2.7435
349,4,slab,form,48,365,1.5936813465001234,2.3895000000000004,2.7435
350,4,slab,form,58,59,1.6125478366667785,2.3895000000000004,2.7435
351,4,slab,form,362,505,1.6463067399247577,2.3895000000000004,2.7435
352,4,slab,form,497,569,1.6155882040957086,2.3895000000000004,2.7435
353,4,slab,form,126,129,1.6769383248158032,2.3895000000000004,2.7435
354,4,slab,form,387,388,1.6301406678115427,2.3895000000000004,2.7435
355,4,slab,form,76,327,1.7221304134330853,2.3895000000000004,2.7435
356,4,slab,form,172,174,1.5713880262933004,2.3895000000000004,2.7435
357,4,slab,form,255,257,1.6502739008046368,2.3895000000000004,2.7435
358,4,slab,form,12,269,1.6706953796082793,2.3895000000000004,2.7435
359,4,slab,form,398,399,1.6453418129402566,2.3895000000000004,2.7435
360,4,slab,form,70,74,1.651636906536007,2.3895000000000004,2.7435
361,4,slab,form,98,99,1.643123515907646,2.3895000000000004,2.7435
362,4,slab,form,123,568,1.5929936277365861,2.3895000000000004,2.7435
363,4,slab,form,222,344,1.611820812641157,2.3895000000000004,2.7435
364,4,slab,form,417,559,1.5759726539242467,2.3895000000000004,2.7435
365,4,slab,form,98,565,1.6173711375209217,2.3895000000000004,2.7435
366,4,slab,form,480,550,1.6744805637595896,2.3895000000000004,2.7435
367,4,slab,form,7,9,1.613716791715858,2.3895000000000004,2.7435
368,4,slab,form,489,490,1.6439764187330461,2.3895000000000004,2.7435
369,4,slab,form,322,324,1.6404329171260599,2.3895000000000004,2.7435
370,4,slab,form,506,508,1.605333764646625,2.3895000000000004,2.7435
371,4,covalent,form,578,584,1.1205496144536342,1.2305,1.3375000000000001
372,4,slab,form,132,301,1.684444778333821,2.3895000000000004,2.7435
373,4,slab,form,383,529,1.6682962506659897,2.3895000000000004,2.7435
374,4,slab,form,233,234,1.6521992811361816,2.3895000000000004,2.7435
375,4,slab,form,504,571,1.603416145891835,2.3895000000000004,2.7435
376,4,slab,form,351,353,1.6302678746461852,2.3895000000000004,2.7435
377,4,slab,form,1,4,1.615576983002978,2.3895000000000004,2.7435
378,4,slab,form,279,280,1.6244508524173347,2.3895000000000004,2.7435
379,4,slab,form,93,564,1.5949131648139607,2.3895000000000004,2.7435
380,4,slab,form,273,274,1.6460080226294604,2.3895000000000004,2.7435
381,4,slab,form,392,395,1.6767815782679205,2.3895000000000004,2.7435
382,4,slab,form,308,309,1.6568764312637019,2.3895000000000004,2.7435
383,4,slab,form,290,479,1.6006625127916678,2.3895000000000004,2.7435
384,4,slab,form,171,174,1.6573939734465875,2.3895000000000004,2.7435
385,4,slab,form,213,554,1.6516586251732783,2.3895000000000004,2.7435
386,4,slab,form,394,575,1.610599045140868,2.3895000000000004,2.7435
387,4,slab,form,107,309,1.6062555605948368,2.3895000000000004,2.7435
388,4,slab,form,180,564,1.6118504493711228,2.3895000000000004,2.7435
389,4,slab,form,464,465,1.6282696968338115,2.3895000000000004,2.7435
