event_id,frame,edge_type,action,i,j,distance,threshold_form,threshold_break
2305,412,slab,form,54,534,2.834074390605323,2.9970000000000003,3.4410000000000003
2307,413,slab,break,324,447,3.1408413575413423,2.9970000000000003,3.4410000000000003
2308,413,slab,form,269,388,2.923995039899916,2.9970000000000003,3.4410000000000003
2309,413,slab,break,453,549,3.193703057619514,2.9970000000000003,3.4410000000000003
2311,414,slab,break,239,269,3.205443779280169,2.9970000000000003,3.4410000000000003
2312,414,slab,break,428,558,3.201424598273177,3.1320000000000006,3.5960000000000005
2314,415,slab,form,502,566,2.9175500855058143,2.9970000000000003,3.4410000000000003
2315,415,slab,break,251,462,3.176685988692484,2.9970000000000003,3.4410000000000003
2316,415,slab,form,303,462,2.9434822759955446,2.9970000000000003,3.4410000000000003
2317,415,slab,form,19,271,2.968258898412126,2.9970000000000003,3.4410000000000003
2319,416,slab,break,388,534,3.1862927749725944,2.9970000000000003,3.4410000000000003
2320,416,slab,form,439,551,2.9822123651685013,2.9970000000000003,3.4410000000000003
2321,416,slab,break,99,315,3.248110571614678,2.9970000000000003,3.4410000000000003
2322,416,slab,form,184,365,2.906719212450114,2.9970000000000003,3.4410000000000003
2323,416,slab,form,315,511,2.9511596162923817,2.9970000000000003,3.4410000000000003
2324,416,slab,break,431,559,3.1915177253936777,2.9970000000000003,3.4410000000000003
2326,418,slab,form,194,350,2.9380066571339083,2.9970000000000003,3.4410000000000003
2328,419,slab,form,234,570,2.9034336017491866,2.9970000000000003,3.4410000000000003
2329,419,slab,break,490,570,3.1676260603479247,2.9970000000000003,3.4410000000000003
2330,419,slab,form,229,367,2.9591980209136737,2.9970000000000003,3.4410000000000003
2332,420,slab,form,94,312,2.9797994995555532,2.9970000000000003,3.4410000000000003
2333,420,slab,form,79,554,2.9828320481404287,2.9970000000000003,3.4410000000000003
2334,420,slab,form,194,361,2.914544975761282,2.9970000000000003,3.4410000000000003
2335,420,slab,break,234,361,3.1012647059947795,2.9970000000000003,3.4410000000000003
2336,420,slab,form,447,563,2.851740071259887,2.9970000000000003,3.4410000000000003
2337,420,slab,form,69,552,2.9583546683463733,2.9970000000000003,3.4410000000000003
2338,420,slab,break,99,327,3.083034602543217,2.9970000000000003,3.4410000000000003
2340,421,slab,form,443,554,2.9680755068915627,2.9970000000000003,3.4410000000000003
2341,421,slab,form,144,531,2.975823887735487,2.9970000000000003,3.4410000000000003
2343,422,slab,break,338,428,3.3797741941020525,3.1320000000000006,3.5960000000000005
2345,423,slab,form,9,556,2.9739063487753348,2.9970000000000003,3.4410000000000003
2346,423,slab,break,109,556,3.1602970423618983,2.9970000000000003,3.4410000000000003
2347,423,slab,break,54,363,3.1409251464910763,2.9970000000000003,3.4410000000000003
2348,423,slab,form,209,573,2.962507067526873,2.9970000000000003,3.4410000000000003
2349,423,slab,break,209,359,3.1551064165453138,2.9970000000000003,3.4410000000000003
2350,423,slab,break,229,569,3.1810059119517873,2.9970000000000003,3.4410000000000003
2352,424,slab,form,149,550,2.9699225708865313,2.9970000000000003,3.4410000000000003
2353,424,slab,form,483,550,2.963002316165123,2.9970000000000003,3.4410000000000003
2354,424,slab,form,428,558,2.9910749804609416,3.1320000000000006,3.5960000000000005
2355,424,slab,break,456,550,3.1122145121688805,2.9970000000000003,3.4410000000000003
2356,424,slab,form,214,338,2.911618144508164,2.9970000000000003,3.4410000000000003
2357,424,slab,break,149,277,3.1992926213529755,2.9970000000000003,3.4410000000000003
2359,425,slab,break,214,554,3.0443675794746325,2.9970000000000003,3.4410000000000003
2360,425,slab,break,515,574,3.172857039026144,2.9970000000000003,3.4410000000000003
2361,425,slab,form,413,557,2.989903034698825,2.9970000000000003,3.4410000000000003
2363,426,slab,form,169,546,2.970246034430383,2.9970000000000003,3.4410000000000003
2365,427,slab,form,224,344,2.9965276608221223,2.9970000000000003,3.4410000000000003
2366,427,slab,break,245,468,3.2014462519698363,2.9970000000000003,3.4410000000000003
2367,427,slab,form,154,549,2.955709805547043,2.9970000000000003,3.4410000000000003
2368,427,slab,form,299,468,2.8469835283023706,2.9970000000000003,3.4410000000000003
2369,427,slab,break,435,550,3.1156566556544045,2.9970000000000003,3.4410000000000003
2371,428,slab,form,114,559,2.9339886502778754,2.9970000000000003,3.4410000000000003
2372,428,slab,form,505,571,2.895802073133007,2.9970000000000003,3.4410000000000003
2373,428,slab,form,490,574,2.958862324036378,2.9970000000000003,3.4410000000000003
2374,428,slab,break,114,312,3.089959768198498,2.9970000000000003,3.4410000000000003
2376,429,slab,form,306,502,2.9568698100256428,2.9970000000000003,3.4410000000000003
2377,429,slab,break,184,365,3.1566417543352183,2.9970000000000003,3.4410000000000003
2378,429,slab,break,306,413,3.16697077350883,2.9970000000000003,3.4410000000000003
2379,429,slab,break,174,280,3.156079289941681,2.9970000000000003,3.4410000000000003
2381,430,slab,break,79,534,3.0605982435754933,2.9970000000000003,3.4410000000000003
2383,431,slab,break,257,399,3.143521893479983,2.9970000000000003,3.4410000000000003
2384,431,slab,break,459,551,3.1527658945557393,2.9970000000000003,3.4410000000000003
2386,432,slab,break,456,546,3.1790868405650587,2.9970000000000003,3.4410000000000003
2387,432,slab,form,292,479,2.950865824947552,2.9970000000000003,3.4410000000000003
2388,432,slab,break,292,490,3.1671542735673683,2.9970000000000003,3.4410000000000003
2389,432,slab,break,159,283,3.144083496864662,2.9970000000000003,3.4410000000000003
2390,432,slab,form,159,548,2.941422874423935,2.9970000000000003,3.4410000000000003
2391,432,slab,break,169,277,3.1243614785407106,2.9970000000000003,3.4410000000000003
2392,432,slab,form,277,456,2.9423447363375703,2.9970000000000003,3.4410000000000003
2393,432,slab,break,9,529,3.1783212657362006,2.9970000000000003,3.4410000000000003
2395,434,slab,break,194,566,3.10875936091024,2.9970000000000003,3.4410000000000003
2396,434,slab,break,428,558,3.272298125317457,3.1320000000000006,3.5960000000000005
2398,435,slab,form,119,315,2.8831097327604516,2.9970000000000003,3.4410000000000003
2399,435,slab,form,527,538,2.9462911144962454,2.9970000000000003,3.4410000000000003
2400,435,slab,break,447,549,3.1857474246643798,2.9970000000000003,3.4410000000000003
2401,435,slab,form,104,301,2.8789786670710975,2.9970000000000003,3.4410000000000003
2402,435,slab,break,443,554,3.0985888227783716,2.9970000000000003,3.4410000000000003
2403,435,slab,break,119,299,3.170394258938221,2.9970000000000003,3.4410000000000003
2405,437,slab,form,453,545,2.98621801964284,2.9970000000000003,3.4410000000000003
2406,437,slab,break,260,403,3.1361271558931376,2.9970000000000003,3.4410000000000003
2407,437,slab,break,519,575,3.161715238504198,2.9970000000000003,3.4410000000000003
2409,438,slab,break,154,292,3.1371840735968965,2.9970000000000003,3.4410000000000003
2410,438,slab,break,527,573,3.1072810314952406,2.9970000000000003,3.4410000000000003
2411,438,slab,form,109,556,2.9878161348414873,2.9970000000000003,3.4410000000000003
2412,438,slab,form,124,543,2.9680366628888213,2.9970000000000003,3.4410000000000003
2413,438,slab,form,134,292,2.9701598720202895,2.9970000000000003,3.4410000000000003
2414,438,slab,form,219,555,2.877348256209652,2.9970000000000003,3.4410000000000003
2416,439,slab,form,309,410,2.979683539326329,2.9970000000000003,3.4410000000000003
2417,439,slab,break,109,309,3.2040141986765347,2.9970000000000003,3.4410000000000003
2418,439,slab,form,251,462,2.9736824658751817,2.9970000000000003,3.4410000000000003
2420,441,slab,break,124,568,3.16639119936976,2.9970000000000003,3.4410000000000003
2421,441,slab,form,496,568,2.9206964265874515,2.9970000000000003,3.4410000000000003
2422,441,slab,break,174,545,3.1994611594274565,2.9970000000000003,3.4410000000000003
2423,441,slab,break,315,416,3.220198868004744,2.9970000000000003,3.4410000000000003
2425,442,slab,break,104,557,3.133491233854153,2.9970000000000003,3.4410000000000003
2426,442,slab,form,99,327,2.9597591966573464,2.9970000000000003,3.4410000000000003
2428,443,slab,break,94,564,3.117243847696081,2.9970000000000003,3.4410000000000003
2429,443,slab,form,184,564,2.950522920795595,2.9970000000000003,3.4410000000000003
2430,443,slab,break,99,562,3.2355682922499254,2.9970000000000003,3.4410000000000003
2432,444,slab,form,39,540,2.9300172563194895,2.9970000000000003,3.4410000000000003
2433,444,slab,break,139,540,3.141874425196053,2.9970000000000003,3.4410000000000003
2434,444,slab,break,439,551,3.121096031102881,2.9970000000000003,3.4410000000000003
2435,444,slab,form,114,333,2.920189529871834,2.9970000000000003,3.4410000000000003
2436,444,slab,break,19,531,3.136949864374925,2.9970000000000003,3.4410000000000003
2438,445,slab,form,34,260,2.969497118932778,2.9970000000000003,3.4410000000000003
2439,445,slab,form,49,245,2.952730942781335,2.9970000000000003,3.4410000000000003
2441,447,slab,break,144,274,3.2039945932227885,2.9970000000000003,3.4410000000000003
2442,447,slab,form,234,361,2.8375121611396534,2.9970000000000003,3.4410000000000003
2443,447,slab,break,361,502,3.1341464512158996,2.9970000000000003,3.4410000000000003
2445,448,slab,break,234,271,3.1895234010150766,2.9970000000000003,3.4410000000000003
2447,449,slab,break,245,373,3.1545499241424175,2.9970000000000003,3.4410000000000003
2448,449,slab,form,257,399,2.9273608616409197,2.9970000000000003,3.4410000000000003
2449,449,slab,form,318,373,2.8644668022985798,2.9970000000000003,3.4410000000000003
2451,450,slab,form,356,523,2.9623460880705723,2.9970000000000003,3.4410000000000003
2452,450,slab,break,257,410,3.157156386137349,2.9970000000000003,3.4410000000000003
2453,450,slab,break,39,251,3.1690316024140666,2.9970000000000003,3.4410000000000003
2454,450,slab,break,184,356,3.167734351636453,2.9970000000000003,3.4410000000000003
2455,450,slab,break,523,539,3.1679412859989977,2.9970000000000003,3.4410000000000003
2457,451,slab,break,505,571,3.1379599772823235,2.9970000000000003,3.4410000000000003
2458,451,slab,form,139,303,2.943927208584305,2.9970000000000003,3.4410000000000003
2459,451,slab,break,109,303,3.135673959421971,2.9970000000000003,3.4410000000000003
2461,452,slab,form,431,555,2.9340562614549848,2.9970000000000003,3.4410000000000003
2462,452,slab,form,496,572,2.9594630660795183,2.9970000000000003,3.4410000000000003
2463,452,slab,form,149,277,2.9933707255350077,2.9970000000000003,3.4410000000000003
2464,452,slab,form,490,570,2.982555750040069,2.9970000000000003,3.4410000000000003
2466,453,slab,form,338,428,3.070367888570332,3.1320000000000006,3.5960000000000005
2467,453,slab,break,64,318,3.132260966673277,2.9970000000000003,3.4410000000000003
2469,454,slab,break,134,570,3.171572905036427,2.9970000000000003,3.4410000000000003
2470,454,slab,form,306,413,2.9844318373432075,2.9970000000000003,3.4410000000000003
2472,455,slab,form,149,289,2.987651776213111,2.9970000000000003,3.4410000000000003
2474,456,slab,break,289,483,3.213635691676552,2.9970000000000003,3.4410000000000003
2475,456,slab,form,245,468,2.8848018099177435,2.9970000000000003,3.4410000000000003
2476,456,slab,form,447,549,2.9662921479833813,2.9970000000000003,3.4410000000000003
2477,456,slab,form,214,574,2.8923160913662445,2.9970000000000003,3.4410000000000003
2478,456,slab,break,447,563,3.1150889128387083,2.9970000000000003,3.4410000000000003
2480,457,slab,break,224,344,3.1339817535645116,2.9970000000000003,3.4410000000000003
2481,457,slab,break,9,556,3.1227319597456717,2.9970000000000003,3.4410000000000003
2482,457,slab,break,139,571,3.1738109871129687,2.9970000000000003,3.4410000000000003
2483,457,slab,form,9,529,2.962495637350462,2.9970000000000003,3.4410000000000003
2484,457,slab,form,350,450,2.9169118722859504,2.9970000000000003,3.4410000000000003
2486,458,slab,form,312,508,2.921824067173104,2.9970000000000003,3.4410000000000003
2487,458,slab,form,104,557,2.940550283041467,2.9970000000000003,3.4410000000000003
2488,458,slab,break,468,542,3.1533953208466228,2.9970000000000003,3.4410000000000003
2489,458,slab,break,104,301,3.135899207944205,2.9970000000000003,3.4410000000000003
2491,459,slab,form,124,297,2.9671774799984,2.9970000000000003,3.4410000000000003
2492,459,slab,form,99,315,2.913168064995061,2.9970000000000003,3.4410000000000003
2493,459,slab,break,214,350,3.2771209911913024,2.9970000000000003,3.4410000000000003
2495,460,slab,form,129,289,2.8818868978870693,2.9970000000000003,3.4410000000000003
2497,461,slab,form,428,558,3.055477711176521,3.1320000000000006,3.5960000000000005
2498,461,slab,break,114,297,3.046756835703418,2.9970000000000003,3.4410000000000003
2500,462,slab,break,335,428,3.194706517473006,3.1320000000000006,3.5960000000000005
2501,462,slab,form,219,353,2.961385444279027,2.9970000000000003,3.4410000000000003
2502,462,slab,form,169,335,2.9801909910592546,2.9970000000000003,3.4410000000000003
2503,462,slab,break,219,555,3.0871664731628994,2.9970000000000003,3.4410000000000003
2505,463,slab,form,527,573,2.994307345324883,2.9970000000000003,3.4410000000000003
2506,463,slab,break,353,453,3.0699236525709934,2.9970000000000003,3.4410000000000003
2508,464,slab,form,209,553,2.97105988706134,2.9970000000000003,3.4410000000000003
2510,465,slab,form,508,568,2.9858685855689973,2.9970000000000003,3.4410000000000003
2511,465,slab,form,139,540,2.97536548316498,2.9970000000000003,3.4410000000000003
2512,465,slab,break,496,568,3.122520302026357,2.9970000000000003,3.4410000000000003
2513,465,slab,break,139,303,3.1579026150979637,2.9970000000000003,3.4410000000000003
2514,465,slab,form,315,416,2.915436556108565,2.9970000000000003,3.4410000000000003
2516,466,slab,form,64,318,2.939119126002273,2.9970000000000003,3.4410000000000003
2518,467,slab,break,39,540,3.200126687476263,2.9970000000000003,3.4410000000000003
2519,467,slab,break,129,299,3.1766365963667704,2.9970000000000003,3.4410000000000003
2520,467,slab,form,39,251,2.9916650156452707,2.9970000000000003,3.4410000000000003
2521,467,slab,break,413,557,3.048602085452309,2.9970000000000003,3.4410000000000003
2523,468,slab,break,306,502,3.1946086618381258,2.9970000000000003,3.4410000000000003
2524,468,slab,break,367,511,3.16627981506851,2.9970000000000003,3.4410000000000003
2525,468,slab,break,312,419,3.0872283977610566,2.9970000000000003,3.4410000000000003
2526,468,slab,form,260,403,2.9592225502402854,2.9970000000000003,3.4410000000000003
2527,468,slab,form,54,363,2.92409072497349,2.9970000000000003,3.4410000000000003
2528,468,slab,break,338,428,3.171613140506636,3.1320000000000006,3.5960000000000005
2529,468,slab,break,399,574,3.2501344151863125,2.9970000000000003,3.4410000000000003
2531,469,slab,form,439,553,2.9769070031182636,2.9970000000000003,3.4410000000000003
2532,469,slab,break,251,462,3.2192916131870484,2.9970000000000003,3.4410000000000003
2534,470,slab,form,94,564,2.978168658074925,2.9970000000000003,3.4410000000000003
2535,470,slab,form,119,335,2.9514577809789757,2.9970000000000003,3.4410000000000003
2536,470,slab,form,119,299,2.9425403359975557,2.9970000000000003,3.4410000000000003
2537,470,slab,break,64,553,3.082876970111577,2.9970000000000003,3.4410000000000003
2539,471,slab,form,511,569,2.8962202315247567,2.9970000000000003,3.4410000000000003
2540,471,slab,break,34,260,3.125159256772892,2.9970000000000003,3.4410000000000003
2541,471,slab,form,292,490,2.934157546757931,2.9970000000000003,3.4410000000000003
2542,471,slab,break,315,511,3.23539874966285,2.9970000000000003,3.4410000000000003
2543,471,slab,form,174,545,2.8611540863760903,2.9970000000000003,3.4410000000000003
2545,472,slab,break,292,479,3.217119806335239,2.9970000000000003,3.4410000000000003
2546,472,slab,break,508,564,3.1286013645536577,2.9970000000000003,3.4410000000000003
2548,473,slab,form,239,269,2.8357668192251975,2.9970000000000003,3.4410000000000003
2549,473,slab,break,239,363,3.1364285663505194,2.9970000000000003,3.4410000000000003
2550,473,slab,break,350,450,3.1543041274431682,2.9970000000000003,3.4410000000000003
2552,474,slab,break,443,562,3.1829274628775597,2.9970000000000003,3.4410000000000003
2553,474,slab,form,124,568,2.9542123712787407,2.9970000000000003,3.4410000000000003
2554,474,slab,break,124,543,3.0806041737159875,2.9970000000000003,3.4410000000000003
2555,474,slab,form,99,562,2.974721173222045,2.9970000000000003,3.4410000000000003
2556,474,slab,break,49,245,3.1946214215087956,2.9970000000000003,3.4410000000000003
2557,474,slab,break,99,327,3.2030600595016034,2.9970000000000003,3.4410000000000003
2559,475,slab,break,269,388,3.1505027182774414,2.9970000000000003,3.4410000000000003
2560,475,slab,break,318,439,3.1366248768962364,2.9970000000000003,3.4410000000000003
2561,475,slab,form,234,271,2.979068609371657,2.9970000000000003,3.4410000000000003
2562,475,slab,break,428,558,3.1385021303181406,3.1320000000000006,3.5960000000000005
2563,475,slab,break,234,361,3.142490135498156,2.9970000000000003,3.4410000000000003
2565,477,slab,break,119,315,3.200107000000873,2.9970000000000003,3.4410000000000003
2566,477,slab,form,515,574,2.8080574646438405,2.9970000000000003,3.4410000000000003
2568,478,slab,form,104,306,2.9910274790096367,2.9970000000000003,3.4410000000000003
2570,479,slab,break,490,574,3.1704105423212083,2.9970000000000003,3.4410000000000003
2571,479,slab,break,435,552,3.190878324336577,2.9970000000000003,3.4410000000000003
2572,479,slab,break,416,558,3.194597551647856,2.9970000000000003,3.4410000000000003
2574,480,slab,break,19,271,3.13428581523134,2.9970000000000003,3.4410000000000003
2575,480,slab,form,271,391,2.9474697186859764,2.9970000000000003,3.4410000000000003
2577,481,slab,form,194,566,2.85174470000787,2.9970000000000003,3.4410000000000003
2578,481,slab,form,224,365,2.9158924291629975,2.9970000000000003,3.4410000000000003
2579,481,slab,form,144,274,2.9788197909417127,2.9970000000000003,3.4410000000000003
2581,482,slab,break,431,555,3.0894461855924105,2.9970000000000003,3.4410000000000003
2582,482,slab,form,139,571,2.96877878819048,2.9970000000000003,3.4410000000000003
2583,482,slab,break,149,277,3.134873518475224,2.9970000000000003,3.4410000000000003
2584,482,slab,form,219,555,2.9857026085453198,2.9970000000000003,3.4410000000000003
2586,483,slab,form,428,558,3.0595047504344337,3.1320000000000006,3.5960000000000005
2587,483,slab,form,214,350,2.9387527363916517,2.9970000000000003,3.4410000000000003
2589,484,slab,break,508,568,3.118464347953966,2.9970000000000003,3.4410000000000003
2590,484,slab,form,459,551,2.946744265655919,2.9970000000000003,3.4410000000000003
2591,484,slab,break,274,459,3.112781161899244,2.9970000000000003,3.4410000000000003
2593,485,slab,form,453,549,2.996238706539605,2.9970000000000003,3.4410000000000003
2595,486,slab,break,479,549,3.0868535626333093,2.9970000000000003,3.4410000000000003
2596,486,slab,form,292,479,2.9461587770768247,2.9970000000000003,3.4410000000000003
2597,486,slab,form,399,529,2.9709832779285907,2.9970000000000003,3.4410000000000003
2598,486,slab,break,64,533,3.0533604277692232,2.9970000000000003,3.4410000000000003
2599,486,slab,break,209,573,3.2187824061095194,2.9970000000000003,3.4410000000000003
2600,486,slab,form,64,553,2.922185937186772,2.9970000000000003,3.4410000000000003
2601,486,slab,form,49,533,2.9868177987818787,2.9970000000000003,3.4410000000000003
2603,487,slab,form,353,453,2.9541409062747395,2.9970000000000003,3.4410000000000003
2604,487,slab,form,435,550,2.9529970550529345,2.9970000000000003,3.4410000000000003
2606,488,slab,break,49,365,3.180952349975897,2.9970000000000003,3.4410000000000003
2608,489,slab,form,245,373,2.9022632715226324,2.9970000000000003,3.4410000000000003
2609,489,slab,form,204,552,2.931003793486818,2.9970000000000003,3.4410000000000003
2611,490,slab,form,39,540,2.9703075164439783,2.9970000000000003,3.4410000000000003
2612,490,slab,form,335,428,2.946176818516448,3.1320000000000006,3.5960000000000005
2613,490,slab,break,453,545,3.0940330687140607,2.9970000000000003,3.4410000000000003
2614,490,slab,break,391,531,3.1306538457592534,2.9970000000000003,3.4410000000000003
2615,490,slab,form,154,280,2.8702765001957404,2.9970000000000003,3.4410000000000003
2616,490,slab,form,19,531,2.921731634625981,2.9970000000000003,3.4410000000000003
2617,490,slab,break,280,453,3.2090733239326035,2.9970000000000003,3.4410000000000003
2619,491,slab,form,456,546,2.9422623259954688,2.9970000000000003,3.4410000000000003
2620,491,slab,form,367,511,2.9909676547660093,2.9970000000000003,3.4410000000000003
2621,491,slab,form,479,541,2.9964197464081117,2.9970000000000003,3.4410000000000003
2622,491,slab,break,428,558,3.234644567892873,3.1320000000000006,3.5960000000000005
2623,491,slab,form,523,572,2.9534105847888075,2.9970000000000003,3.4410000000000003
2624,491,slab,form,399,574,2.9493275815618945,2.9970000000000003,3.4410000000000003
2625,491,slab,break,169,335,3.1372940465829005,2.9970000000000003,3.4410000000000003
2627,492,slab,break,149,289,3.162258505076962,2.9970000000000003,3.4410000000000003
2628,492,slab,form,416,562,2.943614726974997,2.9970000000000003,3.4410000000000003
2629,492,slab,break,214,574,3.1087489571713527,2.9970000000000003,3.4410000000000003
2630,492,slab,break,204,572,3.1344015391998226,2.9970000000000003,3.4410000000000003
2631,492,slab,break,119,299,3.1429912641341904,2.9970000000000003,3.4410000000000003
2633,493,slab,form,209,359,2.9242995327333694,2.9970000000000003,3.4410000000000003
2635,494,slab,form,229,569,2.925201122121152,2.9970000000000003,3.4410000000000003
2637,495,slab,break,257,399,3.1078730133342827,2.9970000000000003,3.4410000000000003
2638,495,slab,form,257,410,2.9759164951207167,2.9970000000000003,3.4410000000000003
2639,495,slab,break,99,562,3.167885512940873,2.9970000000000003,3.4410000000000003
2641,496,slab,break,523,564,3.1332896984858554,2.9970000000000003,3.4410000000000003
2643,497,slab,break,134,541,3.1772663909878336,2.9970000000000003,3.4410000000000003
2644,497,slab,break,260,403,3.1310702387522054,2.9970000000000003,3.4410000000000003
2645,497,slab,form,134,570,2.9928693296185855,2.9970000000000003,3.4410000000000003
2646,497,slab,form,109,303,2.940022544058777,2.9970000000000003,3.4410000000000003
2648,498,slab,break,194,350,3.1787354009523536,2.9970000000000003,3.4410000000000003
2649,498,slab,form,251,462,2.9616684307720953,2.9970000000000003,3.4410000000000003
2650,498,slab,break,303,462,3.1347281433163645,2.9970000000000003,3.4410000000000003
2652,499,slab,break,209,553,3.102602858180918,2.9970000000000003,3.4410000000000003
2653,499,slab,form,234,361,2.932689650303081,2.9970000000000003,3.4410000000000003
2654,499,slab,form,204,356,2.989838844216458,2.9970000000000003,3.4410000000000003
2655,499,slab,form,519,575,2.9948889415391213,2.9970000000000003,3.4410000000000003
2657,500,slab,form,34,260,2.9283931533412737,2.9970000000000003,3.4410000000000003
2658,500,slab,form,318,439,2.9304888515203555,2.9970000000000003,3.4410000000000003
2659,500,slab,form,523,539,2.9726964493367136,2.9970000000000003,3.4410000000000003
2660,500,slab,break,69,552,3.070161070398534,2.9970000000000003,3.4410000000000003
2662,501,slab,form,134,301,2.9818091849599013,2.9970000000000003,3.4410000000000003
2663,501,slab,form,79,534,2.972855791990515,2.9970000000000003,3.4410000000000003
2664,501,slab,break,79,335,3.291918978424868,2.9970000000000003,3.4410000000000003
2665,501,slab,break,54,534,3.2185236221802143,2.9970000000000003,3.4410000000000003
2666,501,slab,break,194,361,3.1794708752996406,2.9970000000000003,3.4410000000000003
2667,501,slab,break,134,292,3.1683102306290327,2.9970000000000003,3.4410000000000003
2669,502,slab,break,511,569,3.2174348370165604,2.9970000000000003,3.4410000000000003
2670,502,slab,break,144,551,3.140459678436347,2.9970000000000003,3.4410000000000003
2672,503,slab,form,443,562,2.973813369490988,2.9970000000000003,3.4410000000000003
2673,503,slab,form,315,511,2.904385670700293,2.9970000000000003,3.4410000000000003
2674,503,slab,break,301,465,3.1776977030178495,2.9970000000000003,3.4410000000000003
2675,503,slab,form,104,301,2.959508345845844,2.9970000000000003,3.4410000000000003
2676,503,slab,break,435,550,3.1050084966016254,2.9970000000000003,3.4410000000000003
2677,503,slab,break,315,416,3.225763384945086,2.9970000000000003,3.4410000000000003
2679,504,slab,form,232,576,2.4787972144980857,2.538,2.9139999999999997
2680,504,slab,form,324,447,2.9194633338979634,2.9970000000000003,3.4410000000000003
2681,504,slab,break,447,549,3.156480124711461,2.9970000000000003,3.4410000000000003
2682,504,slab,break,34,538,3.1387637222384304,2.9970000000000003,3.4410000000000003
2684,505,slab,break,139,540,3.146998202103622,2.9970000000000003,3.4410000000000003
2685,505,slab,break,234,570,3.178513751282148,2.9970000000000003,3.4410000000000003
2686,505,slab,form,508,564,2.9423563223293834,2.9970000000000003,3.4410000000000003
2688,506,slab,form,443,554,2.953528085406908,2.9970000000000003,3.4410000000000003
2690,507,slab,break,104,306,3.15478572380506,2.9970000000000003,3.4410000000000003
2691,507,slab,form,338,428,3.118029565202469,3.1320000000000006,3.5960000000000005
2692,507,slab,break,428,554,3.184495739891386,3.1320000000000006,3.5960000000000005
2693,507,slab,form,416,558,2.960209139326895,2.9970000000000003,3.4410000000000003
2695,508,slab,break,94,564,3.1259914597399465,2.9970000000000003,3.4410000000000003
2696,508,slab,form,19,271,2.97445932168319,2.9970000000000003,3.4410000000000003
2698,509,slab,form,289,483,2.9230471777893996,2.9970000000000003,3.4410000000000003
2700,510,slab,form,447,563,2.9903596977237394,2.9970000000000003,3.4410000000000003
2701,510,slab,form,350,450,2.879483634741719,2.9970000000000003,3.4410000000000003
2702,510,slab,break,447,555,3.128819057571217,2.9970000000000003,3.4410000000000003
2704,511,slab,break,39,251,3.1769395447719386,2.9970000000000003,3.4410000000000003
2705,511,slab,break,74,324,3.125906078206374,2.9970000000000003,3.4410000000000003
2707,512,slab,break,479,563,3.1671892965659105,2.9970000000000003,3.4410000000000003
2708,512,slab,form,34,541,2.90380636195234,2.9970000000000003,3.4410000000000003
2709,512,slab,form,297,471,2.903507548206312,2.9970000000000003,3.4410000000000003
2710,512,slab,break,496,572,3.230193653775485,2.9970000000000003,3.4410000000000003
2712,514,slab,form,306,502,2.989786502759773,2.9970000000000003,3.4410000000000003
2713,514,slab,form,391,531,2.9949796335181693,2.9970000000000003,3.4410000000000003
2714,514,slab,break,271,391,3.205859788295171,2.9970000000000003,3.4410000000000003
2716,515,slab,break,456,546,3.13652919072818,2.9970000000000003,3.4410000000000003
2717,515,slab,break,219,353,3.1771802586553815,2.9970000000000003,3.4410000000000003
2718,515,slab,form,124,543,2.990072777287971,2.9970000000000003,3.4410000000000003
2720,516,slab,break,204,344,3.05858428439465,2.9970000000000003,3.4410000000000003
2722,517,slab,break,34,260,3.139685201619911,2.9970000000000003,3.4410000000000003
2723,517,slab,break,356,523,3.092650306683274,2.9970000000000003,3.4410000000000003
2724,517,slab,form,428,558,2.983884440121848,3.1320000000000006,3.5960000000000005
2725,517,slab,break,338,428,3.137436433759935,3.1320000000000006,3.5960000000000005
2726,517,slab,form,209,573,2.960594926158688,2.9970000000000003,3.4410000000000003
2727,517,slab,form,204,572,2.9368863614237344,2.9970000000000003,3.4410000000000003
2729,518,slab,break,232,576,3.043452113277978,2.538,2.9139999999999997
2730,518,slab,break,515,574,3.222930287195879,2.9970000000000003,3.4410000000000003
2731,518,slab,form,214,574,2.9815546842374427,2.9970000000000003,3.4410000000000003
2732,518,slab,break,214,350,3.189392558339619,2.9970000000000003,3.4410000000000003
2733,518,slab,form,119,299,2.898602209053575,2.9970000000000003,3.4410000000000003
2734,518,slab,form,413,557,2.9941510801058713,2.9970000000000003,3.4410000000000003
2736,519,slab,break,443,562,3.1130588688649246,2.9970000000000003,3.4410000000000003
2737,519,slab,form,99,562,2.9338812056639503,2.9970000000000003,3.4410000000000003
2739,520,slab,form,260,403,2.926804243958427,2.9970000000000003,3.4410000000000003
2740,520,slab,break,443,548,3.1600485101616673,2.9970000000000003,3.4410000000000003
2742,521,slab,form,496,568,2.939040088249877,2.9970000000000003,3.4410000000000003
2743,521,slab,break,19,558,3.0770282254139505,2.9970000000000003,3.4410000000000003
2745,522,slab,form,511,569,2.933601845128756,2.9970000000000003,3.4410000000000003
2746,522,slab,break,367,511,3.125500179212106,2.9970000000000003,3.4410000000000003
2747,522,slab,form,234,570,2.9811049904951488,2.9970000000000003,3.4410000000000003
2748,522,slab,break,124,297,3.124957546781268,2.9970000000000003,3.4410000000000003
2749,522,slab,break,154,280,3.110070199193412,2.9970000000000003,3.4410000000000003
2750,522,slab,form,280,453,2.926372095022798,2.9970000000000003,3.4410000000000003
2752,523,slab,form,508,568,2.994400812160356,2.9970000000000003,3.4410000000000003
