event_id,frame,type,reactants,products,delta_counts,evidence_bonds,confidence
1209,132,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 312, ""j"": 508, ""distance"": 2.9513831882086112, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 338, ""j"": 428, ""distance"": 3.071375400331733, ""threshold_form"": 3.1320000000000006, ""threshold_break"": 3.5960000000000005}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 465, ""j"": 545, ""distance"": 3.2060809744115812, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 280, ""j"": 453, ""distance"": 2.90203128851698, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1215,133,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 496, ""j"": 572, ""distance"": 3.235420311436367, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 468, ""j"": 542, ""distance"": 3.1043076336619726, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 338, ""j"": 490, ""distance"": 3.244859454424637, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 490, ""j"": 570, ""distance"": 2.9359641157877223, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 229, ""j"": 569, ""distance"": 2.951326465479498, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1219,134,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 174, ""j"": 301, ""distance"": 3.2337072933466633, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 54, ""j"": 363, ""distance"": 2.9835902771544762, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 174, ""j"": 545, ""distance"": 2.9502424655442407, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1224,135,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 363, ""j"": 505, ""distance"": 3.194307481845806, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 523, ""j"": 539, ""distance"": 2.96978415399125, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 410, ""j"": 556, ""distance"": 2.944264067139573, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 134, ""j"": 292, ""distance"": 3.1735845994434957, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1228,136,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 511, ""j"": 569, ""distance"": 3.1151504985112557, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 479, ""j"": 563, ""distance"": 2.9949380908097387, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 459, ""j"": 551, ""distance"": 2.9448734238940686, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1232,137,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 74, ""j"": 333, ""distance"": 2.928236829812955, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 245, ""j"": 468, ""distance"": 2.8061407424502676, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 74, ""j"": 555, ""distance"": 3.2068870340367894, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1234,139,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 189, ""j"": 547, ""distance"": 2.9544707848909595, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1240,140,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 277, ""j"": 388, ""distance"": 2.915197202763505, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 453, ""j"": 549, ""distance"": 3.2337166118760146, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 277, ""j"": 456, ""distance"": 3.0651594701368454, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 361, ""j"": 502, ""distance"": 3.0869459809164765, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 274, ""j"": 459, ""distance"": 3.1499345269218026, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1242,141,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 14, ""j"": 559, ""distance"": 2.9486465940160396, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1247,142,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 318, ""j"": 373, ""distance"": 2.918220796221593, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 214, ""j"": 554, ""distance"": 2.990783142325056, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 373, ""j"": 533, ""distance"": 3.1559214872502994, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 214, ""j"": 350, ""distance"": 3.180178139148795, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1253,143,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 321, ""j"": 370, ""distance"": 2.985019941896032, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 468, ""j"": 546, ""distance"": 2.9693377755367685, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 139, ""j"": 571, ""distance"": 2.9064336454775224, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 114, ""j"": 297, ""distance"": 2.970662429719341, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 109, ""j"": 303, ""distance"": 2.9925054274618685, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1256,144,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 144, ""j"": 551, ""distance"": 3.10554425955408, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 129, ""j"": 542, ""distance"": 3.1574829065038523, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1262,145,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 289, ""j"": 499, ""distance"": 2.9717119264329206, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 289, ""j"": 483, ""distance"": 3.1705923229109763, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 79, ""j"": 554, ""distance"": 3.2050553144251, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 297, ""j"": 471, ""distance"": 3.0985557942495845, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 439, ""j"": 561, ""distance"": 2.914333903114213, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1266,146,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 224, ""j"": 365, ""distance"": 2.975357664141011, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 104, ""j"": 306, ""distance"": 3.1744614839860157, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 104, ""j"": 301, ""distance"": 2.9160396123941656, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1272,147,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 134, ""j"": 541, ""distance"": 2.8184155846237178, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 134, ""j"": 301, ""distance"": 3.1005505785986873, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 109, ""j"": 556, ""distance"": 3.1270965660234418, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 299, ""j"": 468, ""distance"": 3.1550180621181556, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 119, ""j"": 299, ""distance"": 2.8669043337118074, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1275,148,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 149, ""j"": 289, ""distance"": 2.9903855362378904, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 277, ""j"": 456, ""distance"": 2.923999762502995, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1282,149,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 149, ""j"": 550, ""distance"": 3.188524527935579, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 483, ""j"": 550, ""distance"": 2.9927696038474805, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 34, ""j"": 541, ""distance"": 3.2370196555300685, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 124, ""j"": 297, ""distance"": 2.9663010500219835, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 353, ""j"": 519, ""distance"": 3.1010498474236887, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 39, ""j"": 539, ""distance"": 3.1877780272438767, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1285,151,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 479, ""j"": 563, ""distance"": 3.136124563593016, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 194, ""j"": 350, ""distance"": 2.9373575700862875, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1291,152,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 462, ""j"": 540, ""distance"": 3.09349838553487, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 74, ""j"": 555, ""distance"": 2.9856815256793716, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 251, ""j"": 462, ""distance"": 2.929941682376198, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 204, ""j"": 552, ""distance"": 2.9578391897518688, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 219, ""j"": 555, ""distance"": 3.1175030796226686, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1294,153,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 114, ""j"": 333, ""distance"": 3.133049478680386, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 84, ""j"": 566, ""distance"": 2.9913704109407866, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1297,154,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 435, ""j"": 550, ""distance"": 2.9936260934841608, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 154, ""j"": 529, ""distance"": 2.986925106199211, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1302,155,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 468, ""j"": 542, ""distance"": 2.9553574199044848, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 295, ""j"": 493, ""distance"": 2.989166573258127, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 333, ""j"": 431, ""distance"": 2.9368463473915845, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 114, ""j"": 312, ""distance"": 2.879174090650086, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1308,157,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 356, ""j"": 456, ""distance"": 3.2715844278340587, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 239, ""j"": 269, ""distance"": 2.9457690107133407, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 184, ""j"": 546, ""distance"": 3.173694092508522, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 184, ""j"": 356, ""distance"": 2.902516620041179, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 350, ""j"": 450, ""distance"": 3.153888926398885, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1313,158,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 335, ""j"": 428, ""distance"": 2.9904469676754775, ""threshold_form"": 3.1320000000000006, ""threshold_break"": 3.5960000000000005}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 388, ""j"": 534, ""distance"": 2.9737669760814422, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 338, ""j"": 490, ""distance"": 2.9825233514625555, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 214, ""j"": 338, ""distance"": 3.1361310700849203, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1318,159,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 234, ""j"": 570, ""distance"": 2.9417921354225665, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 450, ""j"": 548, ""distance"": 2.9739653778988164, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 234, ""j"": 361, ""distance"": 3.1365212542564422, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 361, ""j"": 502, ""distance"": 2.8735143872188402, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1324,161,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 245, ""j"": 468, ""distance"": 3.0334757787407964, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 124, ""j"": 543, ""distance"": 3.1456571641391435, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 24, ""j"": 543, ""distance"": 2.948553431659597, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 373, ""j"": 533, ""distance"": 2.9886670829387927, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 219, ""j"": 575, ""distance"": 2.975565622095707, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1328,162,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 312, ""j"": 508, ""distance"": 3.1403922241850513, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 502, ""j"": 570, ""distance"": 3.1822803056999356, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 403, ""j"": 573, ""distance"": 2.976061518565414, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1332,163,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 74, ""j"": 333, ""distance"": 3.1697852778925206, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 54, ""j"": 269, ""distance"": 3.099049109003586, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 277, ""j"": 388, ""distance"": 3.1972317116111126, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1338,164,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 79, ""j"": 554, ""distance"": 2.896168109868871, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 363, ""j"": 505, ""distance"": 2.9962985316967488, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 239, ""j"": 363, ""distance"": 3.0973786823825167, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 309, ""j"": 505, ""distance"": 3.1617176807780196, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 79, ""j"": 327, ""distance"": 2.9056531818335247, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1340,165,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 114, ""j"": 297, ""distance"": 3.191437420223269, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1345,166,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 388, ""j"": 534, ""distance"": 3.097194600672931, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 119, ""j"": 315, ""distance"": 2.9226329908754174, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 496, ""j"": 572, ""distance"": 2.9610452653707404, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 119, ""j"": 335, ""distance"": 3.1435799800140067, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1348,167,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 499, ""j"": 569, ""distance"": 2.9873665089282926, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 154, ""j"": 529, ""distance"": 3.231521445357096, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1356,168,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 439, ""j"": 553, ""distance"": 3.18085325618893, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 109, ""j"": 556, ""distance"": 2.966132211186174, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 318, ""j"": 373, ""distance"": 3.197209756811912, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 134, ""j"": 570, ""distance"": 3.1611057679907755, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 144, ""j"": 551, ""distance"": 2.9438773535236686, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 134, ""j"": 292, ""distance"": 2.9316852462667717, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 459, ""j"": 551, ""distance"": 3.198517403428564, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1359,169,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 465, ""j"": 541, ""distance"": 3.2403231824860583, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 479, ""j"": 541, ""distance"": 2.9896084957375346, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1369,170,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 292, ""j"": 490, ""distance"": 3.2065123948791405, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 219, ""j"": 353, ""distance"": 3.137751951193437, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 324, ""j"": 379, ""distance"": 2.9015462893337056, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 99, ""j"": 315, ""distance"": 2.913797744956717, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 353, ""j"": 519, ""distance"": 2.9723896476145573, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 428, ""j"": 558, ""distance"": 3.141388085446116, ""threshold_form"": 3.1320000000000006, ""threshold_break"": 3.5960000000000005}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 174, ""j"": 280, ""distance"": 2.9644911805778706, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 519, ""j"": 575, ""distance"": 3.078946739030459, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 19, ""j"": 558, ""distance"": 2.9374170033059097, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
1373,171,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 443, ""j"": 562, ""distance"": 3.0738732821827237, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 475, ""j"": 562, ""distance"": 2.9415253175366294, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 413, ""j"": 557, ""distance"": 2.93876690783366, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
